symbol,timestamp,price,volume,change_percent
NVDA,2025-05-08T17:18:47.594521,413.98,5244,-4.07
PYPL,2025-05-08T17:18:47.595119,384.24,9691,-1.96
NFLX,2025-05-08T17:18:48.602545,481.4,3132,-2.78
ADBE,2025-05-08T17:18:48.600514,454.11,3086,-0.14
TSLA,2025-05-08T17:18:49.618482,394.1,7703,4.53
NVDA,2025-05-08T17:18:49.620849,83.34,5378,1.62
PYPL,2025-05-08T17:18:50.702853,262.71,3562,3.31
ADBE,2025-05-08T17:18:50.795140,196.97,7525,-0.78
TSLA,2025-05-08T17:18:52.364926,358.09,6663,-3.06
NVDA,2025-05-08T17:18:52.354975,68.4,9793,2.53
AAPL,2025-05-08T17:18:53.474309,466.47,9163,-3.92
NFLX,2025-05-08T17:18:53.477277,461.88,8440,-1.65
GOOG,2025-05-08T17:18:54.512109,267.87,9736,-1.98
TSLA,2025-05-08T17:18:54.513751,106.76,4649,-2.34
AMZN,2025-05-08T17:18:55.529667,169.65,9723,-1.14
NFLX,2025-05-08T17:18:55.529744,482.7,7186,-2.26
PYPL,2025-05-08T17:18:56.574015,116.01,8876,-1.66
NFLX,2025-05-08T17:18:56.592080,268.57,5130,-1.97
TSLA,2025-05-08T17:18:57.677053,459.04,7508,-2.91
GOOG,2025-05-08T17:18:57.677044,164.62,6147,-4.15
ADBE,2025-05-08T17:18:58.689647,164.02,1379,-2.91
GOOG,2025-05-08T17:18:58.692128,494.61,5418,-1.53
AMZN,2025-05-08T17:18:59.735800,300.29,5446,-3.94
MSFT,2025-05-08T17:18:59.740041,437.82,2871,-0.89
META,2025-05-08T17:19:00.781749,225.65,8398,-4.33
ADBE,2025-05-08T17:19:00.785642,232.51,3151,-2.69
PYPL,2025-05-08T17:19:02.054612,135.49,8253,3.41
AMZN,2025-05-08T17:19:02.055328,420.38,9116,4.35
PYPL,2025-05-08T17:19:03.279636,471.5,2421,2.64
PYPL,2025-05-08T17:19:03.279761,100.56,7257,-3.17
TSLA,2025-05-08T17:19:04.291415,387.01,8338,-2.19
PYPL,2025-05-08T17:19:04.292459,288.49,9495,4.71
ADBE,2025-05-08T17:19:05.321574,289.18,9403,-0.67
ADBE,2025-05-08T17:19:05.321574,88.22,9627,4.5
TSLA,2025-05-08T17:19:06.562344,272.43,4130,1.45
MSFT,2025-05-08T17:19:06.535822,273.65,8937,1.38
TSLA,2025-05-08T17:19:07.683774,86.45,4291,1.46
ADBE,2025-05-08T17:19:07.696972,391.08,6697,-3.29
NVDA,2025-05-08T17:19:08.713428,432.89,5929,-2.43
MSFT,2025-05-08T17:19:08.711804,499.54,1483,0.23
META,2025-05-08T17:19:09.735071,428.16,2820,2.87
MSFT,2025-05-08T17:19:09.735043,114.51,2505,-1.63
ADBE,2025-05-08T17:19:10.745709,286.69,2697,2.45
NFLX,2025-05-08T17:19:10.747848,416.7,3248,2.82
ADBE,2025-05-08T17:19:11.752787,215.41,1683,-0.21
NFLX,2025-05-08T17:19:11.754553,125.21,6525,3.57
TSLA,2025-05-08T17:19:12.791058,283.62,2640,1.45
MSFT,2025-05-08T17:19:12.790716,233.11,2202,1.73
NVDA,2025-05-08T17:19:13.816967,219.23,4570,4.86
ADBE,2025-05-08T17:19:13.817231,61.39,7239,3.1
TSLA,2025-05-08T17:19:14.878529,88.95,8497,2.47
META,2025-05-08T17:19:14.880695,384.12,3343,0.82
NVDA,2025-05-08T17:19:15.915132,490.43,1875,-3.94
TSLA,2025-05-08T17:19:15.915539,212.49,3263,-4.72
NVDA,2025-05-08T17:19:16.921990,204.43,5447,0.13
TSLA,2025-05-08T17:19:16.922841,486.35,6933,4.29
NVDA,2025-05-08T17:19:17.929255,456.48,9588,-2.0
GOOG,2025-05-08T17:19:17.929601,165.3,5312,-4.49
NVDA,2025-05-08T17:19:18.939975,252.85,9273,4.76
ADBE,2025-05-08T17:19:18.935836,76.57,5146,0.13
ADBE,2025-05-08T17:19:19.970525,424.0,5651,3.81
AMZN,2025-05-08T17:19:19.970721,200.93,4173,2.19
MSFT,2025-05-08T17:19:20.975873,214.65,7607,-4.6
ADBE,2025-05-08T17:19:20.975879,53.28,6611,-3.0
AAPL,2025-05-08T17:19:22.004544,441.54,4690,-0.62
NFLX,2025-05-08T17:19:22.009645,428.81,1808,-1.45
TSLA,2025-05-08T17:19:23.012850,61.86,2901,-2.2
TSLA,2025-05-08T17:19:23.018098,300.67,9843,-0.4
NVDA,2025-05-08T17:19:24.017803,92.1,7437,0.85
NFLX,2025-05-08T17:19:24.024313,113.73,4928,-4.57
TSLA,2025-05-08T17:19:25.021784,304.9,4605,-0.84
AAPL,2025-05-08T17:19:25.031677,377.98,6337,-1.38
GOOG,2025-05-08T17:19:26.032332,347.12,8082,-0.8
NVDA,2025-05-08T17:19:26.036011,143.41,9713,-1.65
AMZN,2025-05-08T17:19:27.041348,222.81,1676,-1.54
NVDA,2025-05-08T17:19:27.043551,55.61,7188,-0.51
AMZN,2025-05-08T17:19:28.050414,106.13,3669,0.24
META,2025-05-08T17:19:28.048463,213.28,6172,-4.56
TSLA,2025-05-08T17:19:29.211161,54.43,6611,3.21
MSFT,2025-05-08T17:19:29.177538,362.55,7442,-2.34
META,2025-05-08T17:19:30.296729,214.1,7242,-0.94
TSLA,2025-05-08T17:19:30.305008,288.46,6426,4.79
NVDA,2025-05-08T17:19:31.384981,451.0,2542,-3.76
AMZN,2025-05-08T17:19:31.368914,228.48,6259,-4.11
NVDA,2025-05-08T17:19:32.405383,303.39,2607,-3.8
NVDA,2025-05-08T17:19:32.405536,260.79,1637,2.77
GOOG,2025-05-08T17:19:33.412151,71.44,4225,1.62
NVDA,2025-05-08T17:19:33.412072,317.32,6414,0.12
NVDA,2025-05-08T17:19:34.421312,219.85,5991,-4.4
ADBE,2025-05-08T17:19:34.420584,142.16,3613,-4.19
PYPL,2025-05-08T17:19:35.429411,345.43,1027,-1.74
META,2025-05-08T17:19:35.426064,443.41,7967,0.37
NFLX,2025-05-08T17:19:36.463484,217.78,7882,-1.03
NFLX,2025-05-08T17:19:36.467265,408.84,3806,-1.77
MSFT,2025-05-08T17:19:37.468000,310.19,1059,0.81
AAPL,2025-05-08T17:19:37.470518,60.01,8504,3.85
PYPL,2025-05-08T17:19:38.477521,84.38,7559,-2.45
AAPL,2025-05-08T17:19:38.474828,246.81,7350,-3.4
TSLA,2025-05-08T17:19:39.485906,364.73,6176,-4.64
META,2025-05-08T17:19:39.489476,85.86,7371,-3.97
PYPL,2025-05-08T17:19:40.489985,461.29,2256,-2.0
AMZN,2025-05-08T17:19:40.497468,277.24,8376,0.81
MSFT,2025-05-08T17:19:41.497657,364.1,5282,-2.79
AAPL,2025-05-08T17:19:41.506910,476.45,2104,1.66
AAPL,2025-05-08T17:19:42.504239,121.31,5723,-0.31
NVDA,2025-05-08T17:19:42.510168,221.34,2319,3.11
TSLA,2025-05-08T17:19:43.511376,211.26,9168,-4.9
TSLA,2025-05-08T17:19:43.517228,178.1,5908,1.71
ADBE,2025-05-08T17:19:44.517746,154.84,6822,2.44
ADBE,2025-05-08T17:19:44.520489,192.97,9388,-0.85
NFLX,2025-05-08T17:19:45.525610,137.91,1308,4.97
META,2025-05-08T17:19:45.528788,196.94,5447,-1.19
GOOG,2025-05-08T17:19:46.532887,370.95,8841,4.5
PYPL,2025-05-08T17:19:46.535205,411.94,5130,-4.33
PYPL,2025-05-08T17:19:47.540183,460.46,8897,2.61
AAPL,2025-05-08T17:19:47.538682,140.25,3679,-1.42
ADBE,2025-05-08T17:19:48.554663,320.51,3922,0.66
GOOG,2025-05-08T17:19:48.554749,419.53,3720,2.18
NFLX,2025-05-08T17:19:49.571775,434.29,9045,3.04
GOOG,2025-05-08T17:19:49.571083,75.27,8213,0.31
TSLA,2025-05-08T17:19:50.597936,403.71,1291,2.6
AAPL,2025-05-08T17:19:50.609462,352.61,4441,-2.42
ADBE,2025-05-08T17:19:51.678221,140.36,2807,2.07
MSFT,2025-05-08T17:19:51.683164,466.71,6894,-4.53
PYPL,2025-05-08T17:19:52.715620,446.42,5333,3.66
META,2025-05-08T17:19:52.713747,107.51,6661,0.9
MSFT,2025-05-08T17:19:53.729781,382.84,2165,-0.51
NFLX,2025-05-08T17:19:53.729539,186.84,3812,1.69
AAPL,2025-05-08T17:19:54.828296,499.75,5955,2.52
NFLX,2025-05-08T17:19:54.828045,286.07,6787,-3.7
ADBE,2025-05-08T17:19:55.864205,320.94,9054,2.41
AMZN,2025-05-08T17:19:55.863990,467.54,7675,-2.37
NFLX,2025-05-08T17:19:56.873432,175.51,7781,1.65
GOOG,2025-05-08T17:19:56.873694,111.22,1100,4.16
AAPL,2025-05-08T17:19:57.877044,398.48,7079,-0.49
META,2025-05-08T17:19:57.881360,253.02,5789,4.04
PYPL,2025-05-08T17:19:58.883796,427.16,6409,3.62
NVDA,2025-05-08T17:19:58.888064,362.81,9862,3.31
NVDA,2025-05-08T17:19:59.887355,301.28,7401,3.01
MSFT,2025-05-08T17:19:59.892050,62.51,9043,0.62
PYPL,2025-05-08T17:20:00.892480,412.87,3194,-1.12
AMZN,2025-05-08T17:20:00.897935,407.75,6689,2.32
META,2025-05-08T17:20:01.899149,457.82,2656,0.51
AAPL,2025-05-08T17:20:01.903479,67.92,1769,-2.62
AMZN,2025-05-08T17:20:02.903822,483.32,7895,0.61
GOOG,2025-05-08T17:20:02.906873,304.66,6416,-3.66
PYPL,2025-05-08T17:20:03.914347,158.42,3977,3.36
AMZN,2025-05-08T17:20:03.917067,130.88,4163,-0.38
MSFT,2025-05-08T17:20:04.918869,122.86,3807,-4.66
ADBE,2025-05-08T17:20:04.920270,154.84,1202,2.28
GOOG,2025-05-08T17:20:05.926002,117.3,1954,0.92
MSFT,2025-05-08T17:20:05.930386,354.12,2111,-0.08
AAPL,2025-05-08T17:20:06.963054,490.63,6565,-0.65
TSLA,2025-05-08T17:20:06.965354,174.45,6155,-0.29
NVDA,2025-05-08T17:20:08.011577,181.48,8297,0.76
GOOG,2025-05-08T17:20:08.015514,497.09,4467,2.95
META,2025-05-08T17:20:09.173412,196.99,2382,-4.11
MSFT,2025-05-08T17:20:09.174123,68.78,2008,3.13
ADBE,2025-05-08T17:20:10.185333,371.72,6648,-4.53
AAPL,2025-05-08T17:20:10.188476,253.18,3654,-3.04
TSLA,2025-05-08T17:20:11.192194,469.41,4055,4.05
AAPL,2025-05-08T17:20:11.191314,329.54,9081,4.11
GOOG,2025-05-08T17:20:12.197694,441.32,2520,-2.02
NFLX,2025-05-08T17:20:12.198543,203.07,7164,4.92
MSFT,2025-05-08T17:20:13.203619,246.01,3850,-3.81
AMZN,2025-05-08T17:20:13.204336,253.44,6005,4.31
META,2025-05-08T17:20:14.210262,65.08,8534,1.74
GOOG,2025-05-08T17:20:14.211052,129.32,4950,-4.86
AMZN,2025-05-08T17:20:15.214807,496.58,7355,4.99
TSLA,2025-05-08T17:20:15.218562,108.26,4438,0.88
NVDA,2025-05-08T17:20:16.219054,371.39,1129,2.17
MSFT,2025-05-08T17:20:16.224253,118.07,7808,-3.06
PYPL,2025-05-08T17:20:17.223012,239.6,5460,-2.71
TSLA,2025-05-08T17:20:17.231907,240.52,5716,0.74
AAPL,2025-05-08T17:20:18.226817,157.87,3068,3.19
NVDA,2025-05-08T17:20:18.239736,298.23,6691,0.55
GOOG,2025-05-08T17:20:19.236823,327.3,3703,-4.11
META,2025-05-08T17:20:19.242446,219.08,6879,-4.71
ADBE,2025-05-08T17:20:20.265462,177.64,4290,-3.66
TSLA,2025-05-08T17:20:20.248973,83.1,8729,-0.33
META,2025-05-08T17:20:21.304266,408.59,9743,2.1
META,2025-05-08T17:20:21.304903,379.61,6273,1.9
MSFT,2025-05-08T17:20:22.310448,116.91,6283,4.27
TSLA,2025-05-08T17:20:22.314003,148.04,6086,1.4
ADBE,2025-05-08T17:20:23.318736,101.05,6441,0.74
ADBE,2025-05-08T17:20:23.321864,217.1,6649,4.89
MSFT,2025-05-08T17:20:24.323772,81.97,8966,-3.96
MSFT,2025-05-08T17:20:24.323585,466.18,8385,-0.51
NVDA,2025-05-08T17:20:25.326975,197.93,9543,1.89
NFLX,2025-05-08T17:20:25.328835,449.58,6934,-1.4
AMZN,2025-05-08T17:20:26.336769,174.39,9848,3.24
AAPL,2025-05-08T17:20:26.337028,328.74,3604,0.3
MSFT,2025-05-08T17:20:27.339697,382.84,3102,-4.76
META,2025-05-08T17:20:27.343921,417.11,3202,-1.84
PYPL,2025-05-08T17:20:28.342106,138.53,7053,2.4
NFLX,2025-05-08T17:20:28.346167,96.39,5783,-0.43
NVDA,2025-05-08T17:20:29.349208,167.76,4313,1.46
MSFT,2025-05-08T17:20:29.349175,485.11,6234,-3.88
ADBE,2025-05-08T17:20:30.363424,471.01,4103,4.7
META,2025-05-08T17:20:30.364802,129.78,4483,2.33
MSFT,2025-05-08T17:20:31.365448,408.81,4095,-3.06
AMZN,2025-05-08T17:20:31.371060,62.88,7354,-4.27
AAPL,2025-05-08T17:20:32.370003,222.92,4058,-3.4
MSFT,2025-05-08T17:20:32.377385,469.95,6034,-4.91
NVDA,2025-05-08T17:20:33.373053,412.39,7483,-3.29
MSFT,2025-05-08T17:20:33.384491,417.25,2877,-0.19
NFLX,2025-05-08T17:20:34.379159,114.97,2220,-3.39
NFLX,2025-05-08T17:20:34.386429,168.16,7017,3.4
ADBE,2025-05-08T17:20:35.389819,451.76,7268,-3.26
AMZN,2025-05-08T17:20:35.394403,333.28,4352,0.3
MSFT,2025-05-08T17:20:36.396355,222.21,5821,2.85
NVDA,2025-05-08T17:20:36.400639,256.7,7768,-3.78
AAPL,2025-05-08T17:20:37.399954,443.87,3332,-0.04
NVDA,2025-05-08T17:20:37.405477,101.75,5126,0.36
MSFT,2025-05-08T17:20:38.407871,252.45,4215,-4.85
PYPL,2025-05-08T17:20:38.412804,363.53,4005,-0.36
MSFT,2025-05-08T17:20:39.411473,285.68,8611,-1.98
AAPL,2025-05-08T17:20:39.415986,296.42,9280,-1.95
MSFT,2025-05-08T17:20:40.415929,112.97,3180,3.39
ADBE,2025-05-08T17:20:40.421866,303.78,1629,-3.97
AMZN,2025-05-08T17:20:41.419642,53.17,1786,-3.65
GOOG,2025-05-08T17:20:41.425217,236.59,8050,-4.88
ADBE,2025-05-08T17:20:42.423312,490.4,5725,3.98
ADBE,2025-05-08T17:20:42.430646,177.99,1002,2.23
NVDA,2025-05-08T17:20:43.426544,467.93,4413,1.2
NFLX,2025-05-08T17:20:43.436421,341.03,5397,1.98
AAPL,2025-05-08T17:20:44.432050,110.83,1217,2.65
PYPL,2025-05-08T17:20:44.440681,337.75,2126,1.34
GOOG,2025-05-08T17:20:45.438391,268.78,3359,3.19
NVDA,2025-05-08T17:20:45.447509,225.46,8989,2.1
AMZN,2025-05-08T17:20:46.445297,374.04,8520,-3.63
NVDA,2025-05-08T17:20:46.453664,263.47,4970,4.81
AAPL,2025-05-08T17:20:47.448106,347.55,4950,-3.59
NVDA,2025-05-08T17:20:47.458626,493.58,8023,-3.21
NFLX,2025-05-08T17:20:48.454744,202.98,2929,-1.99
GOOG,2025-05-08T17:20:48.462037,480.32,3157,4.68
NVDA,2025-05-08T17:20:49.462277,373.8,1277,-0.51
NVDA,2025-05-08T17:20:49.464829,174.15,9572,2.41
MSFT,2025-05-08T17:20:50.470228,318.35,2501,-0.43
MSFT,2025-05-08T17:20:50.474065,422.02,1688,-2.85
GOOG,2025-05-08T17:20:51.487839,388.14,2764,1.08
TSLA,2025-05-08T17:20:51.492918,88.95,9947,1.97
AMZN,2025-05-08T17:20:52.491037,364.33,1163,-2.07
AAPL,2025-05-08T17:20:52.496993,457.5,3742,-4.56
PYPL,2025-05-08T17:20:53.495700,323.37,8926,3.93
META,2025-05-08T17:20:53.504774,289.39,5405,-0.71
GOOG,2025-05-08T17:20:54.503495,131.39,4675,4.96
MSFT,2025-05-08T17:20:54.509651,175.9,7617,2.27
META,2025-05-08T17:20:55.510326,227.01,6195,3.66
MSFT,2025-05-08T17:20:55.515627,62.56,2943,4.23
TSLA,2025-05-08T17:20:56.517412,458.5,8202,3.96
NVDA,2025-05-08T17:20:56.517761,375.78,8600,3.37
NVDA,2025-05-08T17:20:57.522093,351.78,3726,2.56
ADBE,2025-05-08T17:20:57.523840,466.46,6647,-4.31
NFLX,2025-05-08T17:20:58.532413,459.44,9293,3.34
TSLA,2025-05-08T17:20:58.531226,358.41,6682,4.78
NVDA,2025-05-08T17:20:59.538110,67.18,1149,-3.21
PYPL,2025-05-08T17:20:59.538105,179.4,9873,3.46
META,2025-05-08T17:21:00.555943,489.09,9676,-2.22
AMZN,2025-05-08T17:21:00.556221,411.58,3210,2.45
AAPL,2025-05-08T17:21:01.580115,113.49,7890,-2.68
AAPL,2025-05-08T17:21:01.582359,369.36,2050,3.36
NVDA,2025-05-08T17:21:02.586704,434.69,9781,0.86
META,2025-05-08T17:21:02.587619,345.75,5398,4.42
NFLX,2025-05-08T17:21:03.593242,356.02,2912,2.77
META,2025-05-08T17:21:03.593886,419.13,9472,-0.21
MSFT,2025-05-08T17:21:04.597036,442.45,2482,4.72
GOOG,2025-05-08T17:21:04.597360,72.4,9608,-3.11
TSLA,2025-05-08T17:21:05.602232,56.4,8749,4.92
META,2025-05-08T17:21:05.603777,159.4,7760,4.8
NVDA,2025-05-08T17:21:06.611716,212.03,6595,-3.87
MSFT,2025-05-08T17:21:06.614766,395.4,1746,-4.97
