symbol,timestamp,price,volume,change_percent
TSLA,2025-05-08T17:32:03.626388,476.64,7705,3.4
GOOG,2025-05-08T17:32:03.626547,69.21,9562,4.69
ADBE,2025-05-08T17:32:04.413837,470.76,8614,3.09
GOOG,2025-05-08T17:32:04.630043,220.64,7185,-2.72
GOOG,2025-05-08T17:32:04.633689,392.68,3212,3.0
PYPL,2025-05-08T17:32:05.416953,202.09,2803,4.6
PYPL,2025-05-08T17:32:05.634776,352.86,4041,-2.03
AAPL,2025-05-08T17:32:05.639905,477.06,9315,-0.69
AAPL,2025-05-08T17:32:06.422497,449.33,2404,0.2
AMZN,2025-05-08T17:32:06.643070,139.19,4138,4.85
META,2025-05-08T17:32:06.644441,94.11,4818,-1.86
NVDA,2025-05-08T17:32:07.427086,69.07,9616,-1.53
ADBE,2025-05-08T17:32:07.647901,240.2,4693,0.4
ADBE,2025-05-08T17:32:07.647362,368.51,3452,4.72
AMZN,2025-05-08T17:32:08.434891,470.15,8234,-2.43
PYPL,2025-05-08T17:32:08.654011,357.2,1349,4.36
PYPL,2025-05-08T17:32:08.654161,280.95,7540,0.88
NVDA,2025-05-08T17:32:09.449227,418.75,9817,4.89
TSLA,2025-05-08T17:32:09.658637,135.63,9174,0.48
TSLA,2025-05-08T17:32:09.662078,228.86,6927,-2.37
NFLX,2025-05-08T17:32:10.463038,201.79,3336,4.69
META,2025-05-08T17:32:10.668477,380.3,3123,-3.77
META,2025-05-08T17:32:10.671145,106.07,6712,1.05
META,2025-05-08T17:32:11.474501,116.7,2038,3.27
NVDA,2025-05-08T17:32:11.680958,257.45,9801,-2.93
MSFT,2025-05-08T17:32:11.709140,89.42,9655,-3.64
MSFT,2025-05-08T17:32:12.495306,416.06,9616,-1.07
META,2025-05-08T17:32:12.691644,297.58,6112,-1.0
MSFT,2025-05-08T17:32:12.724810,85.54,7219,-0.75
PYPL,2025-05-08T17:32:13.505190,351.67,4839,1.05
ADBE,2025-05-08T17:32:13.700623,118.4,3065,4.94
GOOG,2025-05-08T17:32:13.728432,270.87,6501,-0.46
GOOG,2025-05-08T17:32:14.515775,191.4,8026,2.2
TSLA,2025-05-08T17:32:14.708034,77.55,5333,0.05
MSFT,2025-05-08T17:32:14.734855,61.52,7835,-1.18
GOOG,2025-05-08T17:32:15.522254,385.1,9702,0.84
GOOG,2025-05-08T17:32:15.712461,158.39,4281,4.58
NFLX,2025-05-08T17:32:15.741387,236.41,5424,-1.71
ADBE,2025-05-08T17:32:16.531908,113.83,2631,2.14
META,2025-05-08T17:32:16.715884,199.25,6260,-2.7
GOOG,2025-05-08T17:32:16.744796,225.58,4183,-2.17
TSLA,2025-05-08T17:32:17.537203,214.77,9130,-0.2
AMZN,2025-05-08T17:32:17.721059,256.43,3930,-2.88
META,2025-05-08T17:32:17.750297,491.56,3478,3.37
PYPL,2025-05-08T17:32:18.546222,109.26,2427,4.59
ADBE,2025-05-08T17:32:18.725108,468.33,5396,4.13
PYPL,2025-05-08T17:32:18.759130,231.97,5101,4.99
NFLX,2025-05-08T17:32:19.556281,69.89,4003,-3.73
NVDA,2025-05-08T17:32:19.733687,304.5,9577,1.8
GOOG,2025-05-08T17:32:19.767372,51.5,5206,-0.06
MSFT,2025-05-08T17:32:20.565033,378.89,2505,-4.45
TSLA,2025-05-08T17:32:20.737648,96.04,5018,1.03
NVDA,2025-05-08T17:32:20.770894,175.8,3109,4.06
PYPL,2025-05-08T17:32:21.573063,298.16,5895,2.48
ADBE,2025-05-08T17:32:21.745135,150.45,2714,1.55
MSFT,2025-05-08T17:32:21.774456,279.34,4595,2.6
AMZN,2025-05-08T17:32:22.577157,410.52,8864,-4.8
AAPL,2025-05-08T17:32:22.753814,425.76,7993,4.45
TSLA,2025-05-08T17:32:22.778635,293.96,4069,3.0
