symbol,timestamp,price,volume,change_percent
TSLA,2025-05-08T18:35:44.387378,435.04,5927,-3.14
GOOG,2025-05-08T18:35:44.387631,137.87,7861,-1.71
TSLA,2025-05-08T18:35:44.388821,77.68,5480,1.17
MSFT,2025-05-08T18:35:44.388627,267.73,8733,-2.22
MSFT,2025-05-08T18:35:44.388858,329.54,7279,-4.07
PYPL,2025-05-08T18:35:44.395003,119.31,4528,-4.81
GOOG,2025-05-08T18:35:45.391577,140.58,5324,4.47
NFLX,2025-05-08T18:35:45.396121,127.62,6529,-1.67
ADBE,2025-05-08T18:35:45.396137,150.8,8808,-2.97
AAPL,2025-05-08T18:35:45.396154,167.57,9096,2.6
NVDA,2025-05-08T18:35:45.395871,491.81,1979,2.42
ADBE,2025-05-08T18:35:45.397567,363.22,8052,3.88
META,2025-05-08T18:35:46.396082,165.94,6217,3.0
TSLA,2025-05-08T18:35:46.400354,385.71,9425,4.66
NFLX,2025-05-08T18:35:46.401070,350.05,1815,-1.45
MSFT,2025-05-08T18:35:46.400894,92.75,8476,0.17
NVDA,2025-05-08T18:35:46.401370,157.7,5431,3.87
NFLX,2025-05-08T18:35:46.400422,160.22,7899,2.39
META,2025-05-08T18:35:47.399495,205.76,2072,0.48
AAPL,2025-05-08T18:35:47.406042,412.02,2594,-1.66
GOOG,2025-05-08T18:35:47.406489,113.14,1258,0.02
NFLX,2025-05-08T18:35:47.406571,451.76,7949,-4.49
ADBE,2025-05-08T18:35:47.410231,89.19,8167,4.91
NFLX,2025-05-08T18:35:47.410925,386.79,4720,-4.13
GOOG,2025-05-08T18:35:48.403389,363.99,1295,-1.31
META,2025-05-08T18:35:48.409828,291.86,4450,2.64
ADBE,2025-05-08T18:35:48.410796,458.74,8782,2.23
GOOG,2025-05-08T18:35:48.413685,71.16,3246,0.29
GOOG,2025-05-08T18:35:48.413573,153.15,1413,3.74
NVDA,2025-05-08T18:35:48.413313,158.66,2663,3.41
AMZN,2025-05-08T18:35:49.411304,206.6,9058,-2.96
