symbol,timestamp,price,volume,change_percent
MSFT,2025-05-08T17:09:58.529377,102.91,7717,2.63
AAPL,2025-05-08T17:09:59.537503,109.26,6057,4.7
NVDA,2025-05-08T17:10:00.546510,321.83,7873,2.97
NVDA,2025-05-08T17:10:01.571113,146.07,1735,-0.2
MSFT,2025-05-08T17:10:02.594886,371.13,1832,1.41
NVDA,2025-05-08T17:10:03.620756,208.78,2477,1.21
PYPL,2025-05-08T17:10:04.650672,132.25,6734,0.6
NVDA,2025-05-08T17:10:05.689841,212.89,7612,4.05
GOOG,2025-05-08T17:10:06.710193,126.55,9237,2.27
ADBE,2025-05-08T17:10:07.744002,436.47,4019,-3.89
META,2025-05-08T17:10:08.752452,489.14,4647,0.23
META,2025-05-08T17:10:09.761102,117.29,5072,1.24
TSLA,2025-05-08T17:10:10.777957,155.06,5313,3.88
PYPL,2025-05-08T17:10:11.784674,166.4,9607,1.01
NVDA,2025-05-08T17:10:12.795297,247.86,7618,1.84
AAPL,2025-05-08T17:10:13.808304,443.35,8751,-2.88
AMZN,2025-05-08T17:10:14.826741,330.12,2414,0.6
NVDA,2025-05-08T17:10:15.851677,396.94,3405,-3.85
TSLA,2025-05-08T17:10:16.860530,235.78,2156,0.07
AAPL,2025-05-08T17:10:17.866190,373.34,8967,-3.72
NVDA,2025-05-08T17:10:18.889052,227.23,9493,-3.13
AAPL,2025-05-08T17:10:19.893449,375.94,4772,4.43
AAPL,2025-05-08T17:10:20.903046,99.51,5629,0.92
NVDA,2025-05-08T17:10:21.922311,81.35,7302,0.65
TSLA,2025-05-08T17:10:22.932187,93.89,2036,-1.33
ADBE,2025-05-08T17:10:23.937998,137.55,6485,-3.76
MSFT,2025-05-08T17:10:24.951843,479.59,3421,2.82
META,2025-05-08T17:10:25.959835,265.33,3306,-0.7
ADBE,2025-05-08T17:10:26.970016,466.38,8840,-3.66
AAPL,2025-05-08T17:10:27.974743,292.21,3060,-4.47
AMZN,2025-05-08T17:10:28.983071,182.34,7785,-1.05
ADBE,2025-05-08T17:10:29.988506,393.24,5635,0.83
META,2025-05-08T17:10:30.999624,63.45,4972,2.94
NVDA,2025-05-08T17:10:32.011601,377.2,4590,-1.24
AMZN,2025-05-08T17:10:33.015452,236.46,7726,4.92
AAPL,2025-05-08T17:10:34.025790,352.38,3950,-1.54
MSFT,2025-05-08T17:10:35.031182,318.88,2856,3.84
META,2025-05-08T17:10:36.042317,254.66,3975,0.49
NFLX,2025-05-08T17:10:37.066507,131.37,1810,-3.23
TSLA,2025-05-08T17:10:38.081098,187.17,4693,-1.3
AAPL,2025-05-08T17:10:39.097555,194.41,9144,1.6
AAPL,2025-05-08T17:10:40.201376,380.95,4736,-1.65
NVDA,2025-05-08T17:10:41.206485,464.65,4549,-0.94
MSFT,2025-05-08T17:10:42.217106,294.34,8290,-4.9
NVDA,2025-05-08T17:10:43.223547,378.98,7154,3.84
MSFT,2025-05-08T17:10:44.231036,472.53,5452,4.01
AAPL,2025-05-08T17:10:45.240320,447.31,6257,3.42
NVDA,2025-05-08T17:10:46.248718,349.64,4807,-1.77
META,2025-05-08T17:10:47.255497,74.66,4945,0.79
AMZN,2025-05-08T17:10:48.271692,414.76,3297,-3.16
ADBE,2025-05-08T17:10:49.310381,267.11,7419,1.99
NVDA,2025-05-08T17:10:50.373093,214.45,6583,3.22
AAPL,2025-05-08T17:10:51.405240,409.35,6784,-1.98
AMZN,2025-05-08T17:10:52.411537,420.24,3411,-4.38
NVDA,2025-05-08T17:10:53.418056,240.58,1517,-0.59
PYPL,2025-05-08T17:10:54.431410,202.8,7360,-4.44
GOOG,2025-05-08T17:10:55.441524,227.83,1458,-2.08
AMZN,2025-05-08T17:10:56.447635,310.32,6438,2.79
AAPL,2025-05-08T17:10:57.465799,242.87,8100,2.85
MSFT,2025-05-08T17:10:58.511082,446.16,7693,-0.01
AMZN,2025-05-08T17:10:59.611909,226.01,1718,4.41
TSLA,2025-05-08T17:11:00.702329,149.69,9021,2.35
NFLX,2025-05-08T17:11:01.726489,400.57,7088,0.93
PYPL,2025-05-08T17:11:02.733937,135.29,9011,-4.52
NVDA,2025-05-08T17:11:03.754504,256.4,6814,4.74
AAPL,2025-05-08T17:11:04.766278,156.4,9709,-0.13
GOOG,2025-05-08T17:11:05.774304,350.72,5280,-2.92
PYPL,2025-05-08T17:11:06.787438,418.86,7796,-3.83
NVDA,2025-05-08T17:11:07.808704,471.78,8246,-3.67
ADBE,2025-05-08T17:11:08.829172,133.62,9193,-4.45
ADBE,2025-05-08T17:11:09.859847,432.79,4422,-0.98
ADBE,2025-05-08T17:11:10.871835,426.08,6759,-1.71
PYPL,2025-05-08T17:11:11.879730,324.94,7387,0.16
AAPL,2025-05-08T17:11:12.894086,149.89,7770,-1.9
NVDA,2025-05-08T17:11:13.913488,139.92,2189,-4.6
META,2025-05-08T17:11:14.922022,56.53,5563,3.85
MSFT,2025-05-08T17:11:15.932451,257.13,5137,-3.06
NFLX,2025-05-08T17:11:16.941962,340.84,7807,-3.22
AAPL,2025-05-08T17:11:17.949554,336.27,5077,-1.83
NFLX,2025-05-08T17:11:18.963207,97.54,5481,-2.27
NVDA,2025-05-08T17:11:19.968614,332.21,1145,-0.58
META,2025-05-08T17:11:20.991750,465.07,1949,-2.9
TSLA,2025-05-08T17:11:22.044207,252.28,9591,0.86
MSFT,2025-05-08T17:11:23.055240,339.32,8388,-4.5
NFLX,2025-05-08T17:11:24.063997,50.9,6657,0.92
NVDA,2025-05-08T17:11:25.079148,224.22,7174,-2.92
TSLA,2025-05-08T17:11:26.089345,472.38,8121,-1.35
NFLX,2025-05-08T17:11:27.101092,405.46,1216,2.99
AAPL,2025-05-08T17:11:28.133057,281.97,6815,2.0
NFLX,2025-05-08T17:11:29.139075,334.76,4986,4.24
ADBE,2025-05-08T17:11:30.151101,113.07,7054,2.53
ADBE,2025-05-08T17:11:31.167012,499.74,7019,4.06
AMZN,2025-05-08T17:11:32.179199,490.84,4905,1.14
GOOG,2025-05-08T17:11:33.194628,393.47,8302,3.84
AMZN,2025-05-08T17:11:34.207699,346.67,9279,-3.76
MSFT,2025-05-08T17:11:35.227946,345.0,9090,-3.37
AAPL,2025-05-08T17:11:36.461458,137.98,1645,2.01
GOOG,2025-05-08T17:11:37.697118,180.77,7898,-2.66
TSLA,2025-05-08T17:11:38.791559,330.39,3705,-3.48
META,2025-05-08T17:11:39.801967,498.3,5057,4.44
NVDA,2025-05-08T17:11:40.811817,143.47,3379,-3.45
PYPL,2025-05-08T17:11:41.838346,455.52,5476,3.15
NFLX,2025-05-08T17:11:43.121240,415.0,7474,-3.08
AAPL,2025-05-08T17:11:44.881936,96.08,2003,-2.07
NFLX,2025-05-08T17:11:45.941059,90.7,5815,0.29
TSLA,2025-05-08T17:11:47.069788,311.89,1001,-3.96
NFLX,2025-05-08T17:11:48.090752,340.2,1055,1.5
GOOG,2025-05-08T17:11:49.146492,144.45,3614,-2.9
MSFT,2025-05-08T17:11:50.873097,415.41,1126,-3.98
GOOG,2025-05-08T17:11:52.269390,291.6,7299,2.88
GOOG,2025-05-08T17:11:53.289867,348.55,1506,0.99
AMZN,2025-05-08T17:11:54.325798,419.64,8810,2.28
GOOG,2025-05-08T17:11:55.335472,149.78,6309,0.87
AAPL,2025-05-08T17:11:56.343395,166.3,7474,-0.48
MSFT,2025-05-08T17:11:57.349986,94.88,6378,2.58
ADBE,2025-05-08T17:11:58.365627,351.55,5310,-0.31
GOOG,2025-05-08T17:11:59.377526,225.87,4392,-4.84
PYPL,2025-05-08T17:12:00.388685,215.99,5945,0.81
ADBE,2025-05-08T17:12:01.453795,447.75,2489,4.63
GOOG,2025-05-08T17:12:02.501234,464.02,8398,3.39
ADBE,2025-05-08T17:12:03.557465,383.78,1538,4.37
META,2025-05-08T17:12:04.570771,258.24,1512,-4.78
AAPL,2025-05-08T17:12:05.585225,262.5,9077,3.29
NVDA,2025-05-08T17:12:06.609732,133.35,2908,2.39
NVDA,2025-05-08T17:12:07.630919,307.96,3274,0.72
NVDA,2025-05-08T17:12:08.724691,355.31,6814,3.95
AMZN,2025-05-08T17:12:09.800313,457.23,1860,-4.54
TSLA,2025-05-08T17:12:10.815830,50.94,9651,1.87
GOOG,2025-05-08T17:12:11.820266,291.77,4544,-0.17
PYPL,2025-05-08T17:12:12.824250,414.26,7145,-3.98
AAPL,2025-05-08T17:12:13.827004,134.64,2064,-3.4
NFLX,2025-05-08T17:12:14.836573,489.62,2802,-3.99
META,2025-05-08T17:12:15.840359,343.87,9878,3.55
NVDA,2025-05-08T17:12:16.847618,382.06,6260,-1.68
NVDA,2025-05-08T17:12:17.857091,424.34,5259,2.1
NVDA,2025-05-08T17:12:18.865154,143.9,4043,-3.17
META,2025-05-08T17:12:19.874573,491.91,2184,-2.76
MSFT,2025-05-08T17:12:20.885742,477.49,7551,0.66
GOOG,2025-05-08T17:12:21.904661,492.44,7198,-0.63
AMZN,2025-05-08T17:12:22.910985,248.94,5471,4.83
AMZN,2025-05-08T17:12:23.916053,156.15,6861,0.14
AMZN,2025-05-08T17:12:24.920964,101.27,3361,2.94
AAPL,2025-05-08T17:12:25.924453,213.64,9035,3.17
TSLA,2025-05-08T17:12:26.927670,62.73,7219,0.43
NFLX,2025-05-08T17:12:27.931997,485.69,6329,-1.22
NFLX,2025-05-08T17:12:28.938027,324.9,6932,3.59
NFLX,2025-05-08T17:12:29.948552,171.59,1849,1.63
META,2025-05-08T17:12:30.957196,178.7,1919,3.09
NVDA,2025-05-08T17:12:31.963146,310.19,4760,0.86
NVDA,2025-05-08T17:12:32.967933,72.74,1743,-1.2
ADBE,2025-05-08T17:12:33.975719,50.19,1950,4.7
NVDA,2025-05-08T17:12:34.990641,349.67,2704,-0.88
AAPL,2025-05-08T17:12:36.006552,402.86,5636,2.93
META,2025-05-08T17:12:37.021146,411.8,1194,-3.91
TSLA,2025-05-08T17:12:38.045529,104.6,8651,2.93
AAPL,2025-05-08T17:12:39.070922,121.17,7089,3.62
TSLA,2025-05-08T17:12:40.078538,482.1,8421,-4.87
NVDA,2025-05-08T17:12:41.089298,159.36,8658,4.71
GOOG,2025-05-08T17:12:42.106407,319.85,5314,-3.65
MSFT,2025-05-08T17:12:43.118072,314.95,6606,-1.45
NVDA,2025-05-08T17:12:44.129722,260.7,5244,2.38
META,2025-05-08T17:12:45.149335,200.79,5774,4.04
META,2025-05-08T17:12:46.181171,141.38,7448,-4.71
PYPL,2025-05-08T17:12:47.186532,114.56,8537,-4.91
AMZN,2025-05-08T17:12:48.195477,153.51,1333,-1.78
NFLX,2025-05-08T17:12:49.208581,292.55,7365,-1.3
AMZN,2025-05-08T17:12:50.507899,242.68,7282,-3.6
AMZN,2025-05-08T17:12:51.576651,386.45,4851,0.55
AAPL,2025-05-08T17:12:52.595546,206.47,7376,-3.75
PYPL,2025-05-08T17:12:53.614892,407.51,6418,-3.67
PYPL,2025-05-08T17:12:54.648957,219.9,2002,1.0
NVDA,2025-05-08T17:12:55.654164,331.49,3983,1.86
AAPL,2025-05-08T17:12:56.660863,267.94,7772,-0.72
AAPL,2025-05-08T17:12:57.673267,277.8,8875,-1.26
TSLA,2025-05-08T17:12:58.678591,275.99,7015,4.92
NVDA,2025-05-08T17:12:59.687018,204.27,4379,2.06
GOOG,2025-05-08T17:13:00.692015,50.78,1647,-3.47
NVDA,2025-05-08T17:13:01.705454,333.04,8410,4.98
META,2025-05-08T17:13:02.709235,79.73,6763,-1.85
TSLA,2025-05-08T17:13:03.719772,316.4,7583,4.54
GOOG,2025-05-08T17:13:04.724683,338.3,6676,2.85
NFLX,2025-05-08T17:13:05.734449,238.97,3555,3.76
NVDA,2025-05-08T17:13:06.740712,380.56,1173,-4.01
TSLA,2025-05-08T17:13:07.762302,324.1,7801,-0.31
NVDA,2025-05-08T17:13:08.769190,323.87,2570,0.96
NFLX,2025-05-08T17:13:09.782973,344.99,4261,-1.47
AAPL,2025-05-08T17:13:10.790464,277.42,7784,3.94
META,2025-05-08T17:13:11.797444,180.51,8108,-2.12
AAPL,2025-05-08T17:13:12.804177,469.9,9691,-4.51
MSFT,2025-05-08T17:13:13.818898,206.59,6561,-2.26
MSFT,2025-05-08T17:13:14.829094,353.96,4908,-1.87
AMZN,2025-05-08T17:13:15.833104,184.6,7665,0.67
META,2025-05-08T17:13:16.838629,245.34,9489,1.32
MSFT,2025-05-08T17:13:17.892087,408.54,8938,-0.02
PYPL,2025-05-08T17:13:18.898928,493.24,3697,-4.14
AAPL,2025-05-08T17:13:19.904598,278.13,5289,3.51
PYPL,2025-05-08T17:13:20.912818,148.18,6811,4.78
MSFT,2025-05-08T17:13:21.923216,435.85,1775,3.98
MSFT,2025-05-08T17:13:23.013491,254.02,9038,-1.92
NFLX,2025-05-08T17:13:24.247465,426.6,1350,-0.97
NVDA,2025-05-08T17:13:25.358266,414.27,2524,-1.55
MSFT,2025-05-08T17:13:26.434539,267.57,8614,-4.95
TSLA,2025-05-08T17:13:27.641924,313.58,9701,4.24
AAPL,2025-05-08T17:13:28.676905,155.99,9161,-4.76
AAPL,2025-05-08T17:13:29.708592,378.87,7812,3.22
TSLA,2025-05-08T17:13:30.736956,463.67,3009,-3.21
PYPL,2025-05-08T17:13:31.762432,301.97,4173,4.76
MSFT,2025-05-08T17:13:32.765511,478.86,5092,4.05
GOOG,2025-05-08T17:13:33.777666,258.14,9680,-2.53
TSLA,2025-05-08T17:13:34.784903,356.61,4627,-1.07
AMZN,2025-05-08T17:13:35.792683,449.66,3853,0.85
MSFT,2025-05-08T17:13:36.800967,361.6,4296,-3.25
META,2025-05-08T17:13:37.808400,50.54,9625,-0.44
MSFT,2025-05-08T17:13:38.812355,497.88,9005,-3.89
GOOG,2025-05-08T17:13:39.819244,336.21,6985,1.31
MSFT,2025-05-08T17:13:40.826226,89.18,2688,3.89
AMZN,2025-05-08T17:13:41.832335,295.5,2007,4.54
MSFT,2025-05-08T17:13:42.847001,62.07,2385,3.96
ADBE,2025-05-08T17:13:44.010227,488.62,5610,-2.14
PYPL,2025-05-08T17:13:45.034147,209.63,8957,-2.91
AMZN,2025-05-08T17:13:46.216350,480.43,4673,1.7
AAPL,2025-05-08T17:13:47.258337,102.91,9910,-1.49
AAPL,2025-05-08T17:13:48.306619,461.61,6404,0.66
META,2025-05-08T17:13:49.333939,270.73,8950,2.57
NFLX,2025-05-08T17:13:50.409032,327.17,6526,4.82
GOOG,2025-05-08T17:13:51.438684,271.81,6288,-4.44
NFLX,2025-05-08T17:13:52.637173,460.48,2866,-3.53
AMZN,2025-05-08T17:13:54.027363,121.64,1608,-2.72
NVDA,2025-05-08T17:13:55.045932,173.44,1347,-4.26
META,2025-05-08T17:13:56.053008,245.28,6525,0.11
PYPL,2025-05-08T17:13:57.060782,307.47,4965,4.78
NFLX,2025-05-08T17:13:58.072233,293.92,6932,2.64
TSLA,2025-05-08T17:13:59.076546,476.68,3479,-3.44
NVDA,2025-05-08T17:14:00.083863,146.68,9324,1.56
GOOG,2025-05-08T17:14:01.092710,164.87,7455,4.85
META,2025-05-08T17:14:02.143669,326.94,6386,2.03
MSFT,2025-05-08T17:14:03.148574,56.25,4323,3.57
META,2025-05-08T17:14:04.152681,255.93,9592,-0.43
NVDA,2025-05-08T17:14:05.157674,145.1,2352,-4.93
NVDA,2025-05-08T17:14:06.164993,274.26,1321,3.97
NFLX,2025-05-08T17:14:07.180941,92.71,1418,-3.81
NFLX,2025-05-08T17:14:08.195947,350.52,4910,-0.67
AMZN,2025-05-08T17:14:09.201312,171.54,8861,-4.48
AAPL,2025-05-08T17:14:10.210401,369.29,9956,4.18
AMZN,2025-05-08T17:14:11.222403,75.69,2798,1.24
MSFT,2025-05-08T17:14:12.228204,425.87,3706,1.71
TSLA,2025-05-08T17:14:13.240304,262.19,5204,-0.54
NFLX,2025-05-08T17:14:14.247037,226.05,2967,2.29
META,2025-05-08T17:14:15.251193,222.56,2768,-1.8
NFLX,2025-05-08T17:14:16.256800,390.2,1316,4.13
PYPL,2025-05-08T17:14:17.267061,202.35,4164,-3.06
NFLX,2025-05-08T17:14:18.274751,210.12,1924,-3.09
MSFT,2025-05-08T17:14:19.281124,240.7,4740,-1.08
ADBE,2025-05-08T17:14:20.289103,241.38,7860,-4.11
MSFT,2025-05-08T17:14:21.494658,313.12,9679,-2.36
TSLA,2025-05-08T17:14:22.500662,260.96,7399,4.49
GOOG,2025-05-08T17:14:23.506500,94.01,1098,-3.46
AMZN,2025-05-08T17:14:24.510951,316.02,3592,-1.49
PYPL,2025-05-08T17:14:25.535166,76.39,8261,1.67
NFLX,2025-05-08T17:14:26.654270,328.76,1192,1.99
NFLX,2025-05-08T17:14:27.724091,88.5,7482,-4.46
AMZN,2025-05-08T17:14:28.732538,418.85,2079,4.88
AAPL,2025-05-08T17:14:29.740578,338.68,3400,-2.28
AMZN,2025-05-08T17:14:30.771028,458.47,1308,3.08
ADBE,2025-05-08T17:14:31.775882,231.23,6541,4.45
GOOG,2025-05-08T17:14:32.781192,350.67,9690,4.54
MSFT,2025-05-08T17:14:33.786971,139.14,6543,0.59
MSFT,2025-05-08T17:14:34.792696,183.82,4029,-4.21
AMZN,2025-05-08T17:14:35.797571,197.06,1839,-4.62
ADBE,2025-05-08T17:14:36.809858,449.23,9600,2.63
AMZN,2025-05-08T17:14:37.821497,144.02,4569,-3.71
NVDA,2025-05-08T17:14:38.826476,487.08,3948,1.42
ADBE,2025-05-08T17:14:39.833800,171.94,7493,1.94
NVDA,2025-05-08T17:14:40.841638,72.55,3322,-2.63
MSFT,2025-05-08T17:14:41.857058,381.17,7782,0.8
AAPL,2025-05-08T17:14:42.944285,107.02,1047,-0.93
AMZN,2025-05-08T17:14:43.953834,51.04,8228,-4.06
AAPL,2025-05-08T17:14:44.968971,203.01,2897,1.19
GOOG,2025-05-08T17:14:45.984060,196.87,9282,2.44
NFLX,2025-05-08T17:14:46.988526,157.45,4009,0.33
AAPL,2025-05-08T17:14:47.992169,334.76,2130,-1.13
TSLA,2025-05-08T17:14:48.997771,477.45,8605,-0.92
TSLA,2025-05-08T17:14:50.013202,143.61,9050,-1.71
AAPL,2025-05-08T17:14:51.062861,269.27,8841,-3.56
ADBE,2025-05-08T17:14:52.078433,302.7,3404,-3.27
TSLA,2025-05-08T17:14:53.093391,239.64,7822,4.12
TSLA,2025-05-08T17:14:54.098436,61.9,2232,-3.52
PYPL,2025-05-08T17:14:55.102267,331.17,1132,-0.48
ADBE,2025-05-08T17:14:56.111302,117.88,8231,1.29
AAPL,2025-05-08T17:14:57.121059,61.81,8817,-0.17
AAPL,2025-05-08T17:14:58.125259,370.28,6435,4.14
NVDA,2025-05-08T17:14:59.157203,274.04,3609,2.8
AMZN,2025-05-08T17:15:00.161613,373.18,8844,4.24
META,2025-05-08T17:15:01.172256,184.25,1273,4.62
AMZN,2025-05-08T17:15:02.196732,381.1,9522,2.07
MSFT,2025-05-08T17:15:03.205852,178.33,6145,-2.35
NFLX,2025-05-08T17:15:04.211894,50.5,5531,-4.81
NVDA,2025-05-08T17:15:05.218100,289.75,8302,4.11
TSLA,2025-05-08T17:15:06.335413,136.29,6271,3.02
PYPL,2025-05-08T17:15:07.351705,232.24,7723,-4.74
PYPL,2025-05-08T17:15:08.358324,319.83,2830,4.39
ADBE,2025-05-08T17:15:09.365909,499.25,2338,-0.12
AAPL,2025-05-08T17:15:10.400372,182.74,5796,3.64
AAPL,2025-05-08T17:15:11.407028,178.12,9988,3.98
META,2025-05-08T17:15:12.411532,431.17,5025,-4.73
PYPL,2025-05-08T17:15:13.419830,389.08,3838,1.13
PYPL,2025-05-08T17:15:14.428582,339.03,7598,-0.49
ADBE,2025-05-08T17:15:15.440257,158.33,1491,2.12
NFLX,2025-05-08T17:15:16.720684,261.67,7239,-3.95
TSLA,2025-05-08T17:15:17.848546,288.96,4489,0.43
META,2025-05-08T17:15:18.853514,352.31,9476,2.64
NFLX,2025-05-08T17:15:19.857769,274.82,7478,-4.2
META,2025-05-08T17:15:20.862847,401.58,8014,2.72
TSLA,2025-05-08T17:15:21.898832,250.04,3517,-4.62
GOOG,2025-05-08T17:15:22.906512,499.6,3522,-1.21
META,2025-05-08T17:15:23.914931,282.97,7476,-0.44
AAPL,2025-05-08T17:15:24.931834,295.0,6274,3.45
NVDA,2025-05-08T17:15:25.936034,432.0,2083,-1.64
NVDA,2025-05-08T17:15:26.942830,262.88,2011,4.38
AAPL,2025-05-08T17:15:27.947840,496.6,5131,4.3
ADBE,2025-05-08T17:15:28.952843,74.74,3843,4.01
GOOG,2025-05-08T17:15:29.959291,499.87,1232,1.57
NFLX,2025-05-08T17:15:30.964548,71.98,2989,0.8
ADBE,2025-05-08T17:15:31.996135,331.41,9946,-0.06
PYPL,2025-05-08T17:15:33.001435,382.99,5825,-4.53
NFLX,2025-05-08T17:15:34.011562,347.28,3263,3.9
AMZN,2025-05-08T17:15:35.024989,383.95,8733,-0.66
MSFT,2025-05-08T17:15:36.091319,259.14,4978,-4.09
NVDA,2025-05-08T17:15:37.268927,153.72,6369,2.58
PYPL,2025-05-08T17:15:38.314233,225.94,1115,-2.31
NFLX,2025-05-08T17:16:23.252490,413.48,6754,0.34
PYPL,2025-05-08T17:16:24.414537,124.53,6080,-1.32
NFLX,2025-05-08T17:16:25.470770,378.62,3320,-4.02
ADBE,2025-05-08T17:16:26.495676,77.98,6418,2.5
GOOG,2025-05-08T17:16:27.518171,207.28,6532,4.75
MSFT,2025-05-08T17:16:28.627765,169.81,9224,-1.06
NVDA,2025-05-08T17:16:29.637670,378.61,9818,4.66
ADBE,2025-05-08T17:16:30.647668,319.0,5188,3.77
NVDA,2025-05-08T17:16:31.655495,269.42,9373,-4.42
ADBE,2025-05-08T17:16:32.662389,124.99,7030,-1.82
MSFT,2025-05-08T17:16:33.672804,461.8,7459,2.93
TSLA,2025-05-08T17:16:34.678496,487.27,4994,2.8
NFLX,2025-05-08T17:16:35.691663,346.55,5925,-3.83
TSLA,2025-05-08T17:16:36.720499,397.11,3148,-4.92
NFLX,2025-05-08T17:16:37.744508,215.66,7195,-4.12
TSLA,2025-05-08T17:16:38.751275,215.01,6123,0.35
TSLA,2025-05-08T17:16:39.758525,242.33,4381,0.95
PYPL,2025-05-08T17:16:40.785635,279.39,9090,-2.64
NVDA,2025-05-08T17:16:41.791633,145.75,6505,-0.18
TSLA,2025-05-08T17:16:42.820269,140.61,9066,3.69
MSFT,2025-05-08T17:16:43.829550,396.71,9211,-3.71
MSFT,2025-05-08T17:16:44.840410,489.66,8564,1.96
MSFT,2025-05-08T17:16:45.851729,390.28,3053,-4.64
ADBE,2025-05-08T17:16:46.867937,279.34,5561,-2.39
NFLX,2025-05-08T17:16:47.873335,258.09,7445,3.97
TSLA,2025-05-08T17:16:48.881750,56.93,3405,-4.12
TSLA,2025-05-08T17:16:49.910373,157.84,1159,1.5
GOOG,2025-05-08T17:16:50.939954,392.51,3852,-3.08
AMZN,2025-05-08T17:16:51.960583,107.67,9308,-1.51
MSFT,2025-05-08T17:16:52.993570,191.58,5816,-4.69
NFLX,2025-05-08T17:16:54.014832,430.13,8990,-1.49
GOOG,2025-05-08T17:16:55.041490,248.05,9039,4.37
META,2025-05-08T17:17:37.200648,341.54,1024,4.47
PYPL,2025-05-08T17:17:38.330444,65.18,3281,-0.7
AAPL,2025-05-08T17:17:39.357323,437.52,4673,1.31
AAPL,2025-05-08T17:17:40.377310,211.57,2448,3.79
NFLX,2025-05-08T17:17:41.435267,349.3,3212,4.33
NFLX,2025-05-08T17:17:42.476867,428.35,7567,2.4
AMZN,2025-05-08T17:17:43.483031,246.64,7878,2.44
PYPL,2025-05-08T17:17:44.497263,362.0,3797,-2.88
ADBE,2025-05-08T17:17:45.512527,424.32,1613,-2.68
TSLA,2025-05-08T17:17:46.520905,90.59,1055,2.3
PYPL,2025-05-08T17:17:47.529975,203.3,3950,-4.36
AAPL,2025-05-08T17:17:48.535411,402.67,6895,0.64
ADBE,2025-05-08T17:17:49.543209,60.59,8496,2.08
META,2025-05-08T17:17:50.638341,92.45,6622,2.78
TSLA,2025-05-08T17:17:51.685814,361.87,3176,0.9
ADBE,2025-05-08T17:17:52.692816,57.52,1119,-1.62
GOOG,2025-05-08T17:17:53.699908,426.04,9742,-1.05
GOOG,2025-05-08T17:17:54.714164,120.33,4905,-1.74
TSLA,2025-05-08T17:17:55.725636,189.89,8918,-0.6
AMZN,2025-05-08T17:17:56.738182,319.21,2342,3.17
PYPL,2025-05-08T17:17:57.849781,104.0,9279,-1.75
META,2025-05-08T17:17:58.908982,211.18,9284,-1.46
